Index,Stock Value,Weighted Average,Sigma,Portfolio Value
1302,2.23,2.35011,0.15161,53.596
1303,2.25,2.34711,0.151575,54.0767
1304,2.255,2.34435,0.151537,54.1968
1305,2.2601,2.34182,0.151496,54.3194
1306,2.275,2.33981,0.151449,54.6775
1307,2.275,2.33787,0.151401,54.6775
1308,2.25,2.33523,0.151362,54.0767
1309,2.305,2.33433,0.151306,55.3985
1310,2.349,2.33477,0.151249,56.456
1311,2.335,2.33477,0.151191,56.1196
1312,2.315,2.33418,0.151134,55.6389
1313,2.31,2.33346,0.151078,55.5187
1314,2.315,2.3329,0.151022,55.6389
1315,2.37,2.33402,0.150967,56.9607
1316,2.375,2.33524,0.150914,57.0809
1317,2.35,2.33569,0.150857,56.4801
1318,2.335,2.33567,0.1508,56.1196
1319,2.335,2.33565,0.150743,56.1196
1320,2.32,2.33518,0.150687,55.759
1321,2.32,2.33472,0.15063,55.759
1322,2.33,2.33458,0.150573,55.9994
1323,2.38,2.33594,0.150521,57.2011
1324,2.375,2.33711,0.150468,57.0809
1325,2.395,2.33885,0.150419,57.5616
1326,2.4,2.34069,0.150371,57.6818
1327,2.39,2.34217,0.15032,57.4414
1328,2.375,2.34315,0.150266,57.0809
1329,2.34,2.34306,0.15021,56.2397
1330,2.27,2.34086,0.150166,54.5573
1331,2.31,2.33994,0.150112,55.5187
1332,2.31,2.33904,0.150058,55.5187
1333,2.3,2.33787,0.150005,55.2784
1334,2.305,2.33688,0.149951,55.3985
1335,2.305,2.33593,0.149898,55.3985
1336,2.29,2.33455,0.149846,55.038
1337,2.285,2.33306,0.149796,54.9179
1338,2.26,2.33087,0.149753,54.317
1339,2.29,2.32964,0.149701,55.038
1340,2.285,2.3283,0.14965,54.9179
1341,2.275,2.32671,0.149601,54.6775
1342,2.24,2.3241,0.149562,53.8363
1343,2.27,2.32248,0.149514,54.5573
1344,2.26,2.32061,0.149467,54.317
1345,2.265,2.31894,0.149419,54.4372
1346,2.285,2.31792,0.149366,54.9179
1347,2.28,2.31678,0.149314,54.7977
1348,2.26,2.31508,0.149266,54.317
1349,2.25,2.31313,0.149221,54.0767
1350,2.27,2.31183,0.14917,54.5573
1351,2.285,2.31103,0.149116,54.9179
1352,2.285,2.31025,0.149063,54.9179
1353,2.275,2.30919,0.149011,54.6775
1354,2.3,2.30891,0.148956,55.2784
1355,2.29,2.30835,0.148902,55.038
1356,2.295,2.30795,0.148847,55.1582
1357,2.31,2.30801,0.148793,55.5187
1358,2.365,2.30972,0.148745,56.8406
1359,2.325,2.31018,0.148691,55.8792
1360,2.34,2.31107,0.148639,56.2397
1361,2.34,2.31194,0.148586,56.2397
1362,2.35,2.31308,0.148535,56.4801
1363,2.3475,2.31411,0.148483,56.42
1364,2.31,2.31399,0.148429,55.5187
1365,2.335,2.31462,0.148376,56.1196
1366,2.325,2.31493,0.148322,55.8792
1367,2.33,2.31538,0.148268,55.9994
1368,2.35,2.31642,0.148216,56.4801
1369,2.345,2.31728,0.148164,56.3599
1370,2.335,2.31781,0.148111,56.1196
1371,2.33,2.31818,0.148057,55.9994
1372,2.275,2.31688,0.148008,54.6775
1373,2.285,2.31592,0.147956,54.9179
1374,2.255,2.3141,0.147911,54.1968
1375,2.255,2.31232,0.147865,54.1968
1376,2.255,2.3106,0.147819,54.1968
1377,2.25,2.30879,0.147774,54.0767
1378,2.25,2.30702,0.147728,54.0767
1379,2.225,2.30456,0.14769,53.4758
1380,2.21,2.30173,0.147657,53.1153
1381,2.215,2.29912,0.147621,53.2355
1382,2.225,2.2969,0.147581,53.4758
1383,2.23,2.29489,0.147538,53.596
1384,2.22,2.29265,0.147497,53.3556
1385,2.23,2.29077,0.147453,53.596
1386,2.185,2.28759,0.147426,52.5144
1387,2.195,2.28482,0.147392,52.7548
1388,2.185,2.28182,0.147362,52.5144
1389,2.166,2.27835,0.14734,52.0578
1390,2.17,2.2751,0.147314,52.1539
1391,2.135,2.27089,0.147306,51.3127
1392,2.13,2.26667,0.147299,51.1926
1393,2.195,2.26452,0.147258,52.7548
1394,2.215,2.26303,0.14721,53.2355
1395,2.225,2.26189,0.147161,53.4758
1396,2.195,2.25988,0.147119,52.7548
1397,2.185,2.25764,0.147079,52.5144
1398,2.215,2.25636,0.14703,53.2355
1399,2.23,2.25557,0.146979,53.596
1400,2.17,2.253,0.146944,52.1539
1401,2.185,2.25096,0.146902,52.5144
1402,2.195,2.24928,0.146857,52.7548
1403,2.195,2.24765,0.146811,52.7548
1404,2.185,2.24577,0.146768,52.5144
1405,2.185,2.24395,0.146724,52.5144
1406,2.17,2.24173,0.146684,52.1539
1407,2.182,2.23994,0.14664,52.4423
1408,2.1893,2.23842,0.146594,52.6178
1409,2.188,2.23691,0.146548,52.5865
1410,2.185,2.23535,0.146502,52.5144
1411,2.172,2.23345,0.146459,52.202
1412,2.155,2.2311,0.146422,51.7934
1413,2.17,2.22926,0.146378,52.1539
1414,2.185,2.22794,0.146331,52.5144
1415,2.258,2.22884,0.146281,54.2689
1416,2.215,2.22842,0.14623,53.2355
1417,2.22,2.22817,0.146179,53.3556
1418,2.26,2.22912,0.146129,54.317
1419,2.33,2.23215,0.146101,55.9994
1420,2.36,2.23599,0.146087,56.7204
1421,2.2802,2.23731,0.14604,54.8025
1422,2.3025,2.23927,0.145998,55.3384
1423,2.315,2.24154,0.14596,55.6389
1424,2.33,2.24419,0.145926,55.9994
1425,2.32,2.24647,0.145888,55.759
1426,2.33,2.24897,0.145853,55.9994
1427,2.3,2.25051,0.145808,55.2784
1428,2.385,2.25454,0.145797,57.3213
1429,2.36,2.2577,0.145771,56.7204
1430,2.355,2.26062,0.145742,56.6002
1431,2.355,2.26345,0.145711,56.6002
1432,2.355,2.2662,0.145679,56.6002
1433,2.32,2.26781,0.145635,55.759
1434,2.33,2.26968,0.145593,55.9994
1435,2.325,2.27134,0.145549,55.8792
1436,2.295,2.27205,0.1455,55.1582
1437,2.305,2.27304,0.145451,55.3985
1438,2.315,2.2743,0.145405,55.6389
1439,2.33,2.27597,0.145361,55.9994
1440,2.275,2.27594,0.145311,54.6775
1441,2.29,2.27636,0.145261,55.038
1442,2.25,2.27557,0.145212,54.0767
1443,2.245,2.27465,0.145164,53.9565
1444,2.255,2.27406,0.145115,54.1968
1445,2.255,2.27349,0.145065,54.1968
1446,2.255,2.27294,0.145016,54.1968
1447,2.23,2.27165,0.14497,53.596
1448,2.21,2.2698,0.144928,53.1153
1449,2.22,2.2683,0.144884,53.3556
1450,2.2,2.26626,0.144844,52.875
1451,2.215,2.26472,0.1448,53.2355
1452,2.2,2.26278,0.14476,52.875
1453,2.205,2.26104,0.144718,52.9951
1454,2.2,2.25921,0.144676,52.875
1455,2.24,2.25864,0.144627,53.8363
1456,2.285,2.25943,0.144579,54.9179
1457,2.295,2.26049,0.144533,55.1582
1458,2.27,2.26078,0.144483,54.5573
1459,2.24,2.26016,0.144435,53.8363
1460,2.24,2.25955,0.144386,53.8363
1461,2.21,2.25806,0.144342,53.1153
1462,2.26,2.25812,0.144293,54.317
1463,2.255,2.25803,0.144244,54.1968
1464,2.26,2.25809,0.144194,54.317
1465,2.28,2.25875,0.144146,54.7977
1466,2.255,2.25863,0.144097,54.1968
1467,2.27,2.25897,0.144048,54.5573
1468,2.26,2.259,0.143999,54.317
1469,2.2,2.25723,0.143958,52.875
1470,2.155,2.25417,0.143932,51.7934
1471,2.145,2.25089,0.14391,51.5531
1472,2.145,2.24772,0.143886,51.5531
1473,2.135,2.24433,0.143865,51.3127
1474,2.14,2.2412,0.143841,51.4329
1475,2.145,2.23832,0.143812,51.5531
1476,2.12,2.23477,0.143795,50.9522
1477,2.145,2.23208,0.143764,51.5531
1478,2.1399,2.22931,0.143734,51.4305
1479,2.15,2.22693,0.1437,51.6733
1480,2.1503,2.22463,0.143664,51.6805
1481,2.16,2.22269,0.143625,51.9136
1482,2.15,2.22051,0.143588,51.6733
1483,2.19,2.2196,0.143542,52.6346
1484,2.18,2.21841,0.143497,52.3943
1485,2.1556,2.21652,0.143457,51.8078
1486,2.15,2.21453,0.143419,51.6733
1487,2.14,2.21229,0.143383,51.4329
1488,2.115,2.20937,0.143355,50.8321
1489,2.085,2.20564,0.143341,50.111
1490,2.1,2.20247,0.143318,50.4715
1491,2.04,2.1976,0.143328,49.0295
1492,2.035,2.19272,0.143338,48.9093
1493,2.035,2.18799,0.143345,48.9093
1494,2.035,2.1834,0.143348,48.9093
1495,2.02,2.1785,0.143359,48.5488
1496,2.035,2.17419,0.143356,48.9093
1497,2.07,2.17107,0.143332,49.7505
1498,2.065,2.16789,0.143309,49.6304
1499,2.085,2.1654,0.143276,50.111
1500,2.085,2.16299,0.143243,50.111
1501,2.085,2.16065,0.143208,50.111
1502,2.065,2.15778,0.143181,49.6304
1503,2.065,2.15499,0.143152,49.6304
1504,2.06,2.15214,0.143124,49.5102
1505,2.085,2.15013,0.143086,50.111
1506,2.05,2.14713,0.143061,49.2698
1507,2.06,2.14451,0.14303,49.5102
1508,2.055,2.14183,0.143,49.39
1509,2.04,2.13877,0.142975,49.0295
1510,2.035,2.13566,0.142951,48.9093
1511,2.02,2.13219,0.142933,48.5488
1512,1.985,2.12777,0.142933,47.7076
1513,1.96,2.12274,0.142947,47.1068
1514,1.945,2.11741,0.142968,46.7463
1515,1.93,2.11179,0.142997,46.3858
1516,1.9281,2.10628,0.143023,46.3401
1517,1.925,2.10084,0.143048,46.2656
1518,1.94,2.09601,0.143056,46.6261
1519,1.9093,2.09041,0.143085,45.8882
1520,1.885,2.08425,0.143129,45.3042
1521,1.915,2.07917,0.143144,46.0252
1522,1.915,2.07425,0.143155,46.0252
1523,1.905,2.06917,0.14317,45.7849
1524,1.885,2.06364,0.143196,45.3042
1525,1.88,2.05813,0.143222,45.1841
1526,1.815,2.05084,0.143302,43.6218
1527,1.84,2.04451,0.14335,44.2227
1528,1.85,2.03868,0.143385,44.463
1529,1.84,2.03272,0.143423,44.2227
1530,1.855,2.02739,0.143443,44.5832
1531,1.835,2.02162,0.143476,44.1025
1532,1.83,2.01587,0.143508,43.9823
1533,1.795,2.00924,0.143565,43.1412
1534,1.794,2.00278,0.143617,43.1171
1535,1.785,1.99625,0.143672,42.9008
1536,1.765,1.98931,0.143739,42.4201
1537,1.76,1.98243,0.143804,42.3
1538,1.765,1.97591,0.143858,42.4201
1539,1.75,1.96913,0.143919,42.0596
1540,1.795,1.96391,0.143937,43.1412
1541,1.81,1.95929,0.14394,43.5017
1542,1.805,1.95466,0.143944,43.3815
1543,1.815,1.95047,0.143939,43.6218
1544,1.79,1.94566,0.143947,43.021
1545,1.79,1.94099,0.143951,43.021
1546,1.78,1.93616,0.14396,42.7806
1547,1.75,1.93057,0.143986,42.0596
1548,1.745,1.92501,0.144013,41.9395
1549,1.76,1.92006,0.144023,42.3
1550,1.81,1.91676,0.144003,43.5017
1551,1.805,1.9134,0.143982,43.3815
1552,1.785,1.90955,0.143971,42.9008
1553,1.76,1.90506,0.143971,42.3
1554,1.785,1.90146,0.143955,42.9008
1555,1.795,1.89827,0.143933,43.1412
1556,1.7788,1.89468,0.143917,42.7518
1557,1.75,1.89034,0.143914,42.0596
1558,1.765,1.88658,0.143901,42.4201
1559,1.775,1.88324,0.143881,42.6605
1560,1.73,1.87864,0.143884,41.5789
1561,1.755,1.87493,0.14387,42.1798
1562,1.73,1.87058,0.143868,41.5789
1563,1.71,1.86576,0.143876,41.0983
1564,1.725,1.86154,0.143872,41.4588
1565,1.695,1.85655,0.143884,40.7378
1566,1.7,1.85185,0.143889,40.8579
1567,1.73,1.84819,0.143874,41.5789
1568,1.69,1.84345,0.14388,40.6176
1569,1.675,1.83839,0.143893,40.2571
1570,1.685,1.83379,0.143897,40.4974
1571,1.705,1.82993,0.143885,40.9781
1572,1.7,1.82603,0.143875,40.8579
1573,1.695,1.8221,0.143865,40.7378
1574,1.68,1.81784,0.143861,40.3772
1575,1.73,1.8152,0.143831,41.5789
1576,1.725,1.8125,0.143803,41.4588
1577,1.765,1.81107,0.143762,42.4201
1578,1.755,1.80939,0.143723,42.1798
1579,1.76,1.80791,0.143682,42.3
1580,1.79,1.80737,0.143637,43.021
1581,1.81,1.80745,0.143592,43.5017
1582,1.75,1.80573,0.143553,42.0596
1583,1.745,1.8039,0.143516,41.9395
1584,1.755,1.80244,0.143475,42.1798
1585,1.765,1.80131,0.143433,42.4201
1586,1.77,1.80037,0.14339,42.5403
1587,1.765,1.79931,0.143347,42.4201
1588,1.73,1.79723,0.143312,41.5789
1589,1.725,1.79507,0.143278,41.4588
1590,1.735,1.79326,0.14324,41.6991
1591,1.705,1.79062,0.143211,40.9781
1592,1.715,1.78835,0.143178,41.2184
1593,1.71,1.786,0.143146,41.0983
1594,1.715,1.78387,0.143111,41.2184
1595,1.72,1.78195,0.143075,41.3386
1596,1.725,1.78024,0.143037,41.4588
1597,1.715,1.77829,0.143001,41.2184
1598,1.72,1.77654,0.142963,41.3386
1599,1.73,1.77514,0.142923,41.5789
1600,1.725,1.77364,0.142883,41.4588
1601,1.7289,1.77229,0.142843,41.5525
1602,1.73,1.77103,0.142802,41.5789
1603,1.775,1.77115,0.142758,42.6605
1604,1.76,1.77081,0.142713,42.3
1605,1.77,1.77079,0.142669,42.5403
1606,1.77,1.77076,0.142625,42.5403
1607,1.76,1.77044,0.14258,42.3
1608,1.77,1.77043,0.142536,42.5403
1609,1.78,1.77071,0.142492,42.7806
1610,1.77,1.77069,0.142448,42.5403
1611,1.78,1.77097,0.142404,42.7806
1612,1.76,1.77064,0.14236,42.3
1613,1.77,1.77062,0.142316,42.5403
1614,1.755,1.77015,0.142272,42.1798
1615,1.76,1.76985,0.142228,42.3
1616,1.75,1.76925,0.142185,42.0596
1617,1.8003,1.77019,0.142143,43.2685
1618,1.84,1.77228,0.142109,44.2227
1619,1.825,1.77386,0.142071,43.8622
1620,1.84,1.77585,0.142036,44.2227
1621,1.86,1.77837,0.142007,44.7034
1622,1.875,1.78127,0.141982,45.0639
1623,1.89,1.78453,0.141963,45.4244
1624,1.855,1.78665,0.141929,44.5832
1625,1.86,1.78885,0.141896,44.7034
1626,1.85,1.79068,0.14186,44.463
1627,1.86,1.79276,0.141827,44.7034
1628,1.89,1.79568,0.141802,45.4244
1629,1.91,1.79911,0.141785,45.9051
1630,1.96,1.80393,0.141795,47.1068
1631,1.945,1.80817,0.141792,46.7463
1632,1.94,1.81212,0.141784,46.6261
1633,1.94,1.81596,0.141773,46.6261
1634,1.915,1.81893,0.14175,46.0252
1635,1.92,1.82196,0.141727,46.1454
1636,1.91,1.8246,0.1417,45.9051
1637,1.93,1.82776,0.141679,46.3858
1638,1.86,1.82873,0.141638,44.7034
1639,1.8791,1.83024,0.1416,45.1624
1640,1.885,1.83188,0.141563,45.3042
1641,1.8899,1.83363,0.141526,45.422
1642,1.9,1.83562,0.141492,45.6647
1643,1.9,1.83755,0.141458,45.6647
1644,1.9,1.83942,0.141423,45.6647
1645,1.93,1.84214,0.141396,46.3858
1646,1.9294,1.84476,0.141369,46.3713
1647,1.9139,1.84683,0.141335,45.9988
1648,1.882,1.84789,0.141295,45.2321
1649,1.85,1.84795,0.141252,44.463
1650,1.852,1.84807,0.141209,44.5111
1651,1.78,1.84603,0.141176,42.7806
1652,1.7001,1.84165,0.141176,40.8603
1653,1.7,1.8374,0.141174,40.8579
1654,1.705,1.83343,0.141167,40.9781
1655,1.71,1.82973,0.141155,41.0983
1656,1.72,1.82643,0.141136,41.3386
1657,1.7,1.82264,0.141126,40.8579
1658,1.71,1.81926,0.141109,41.0983
1659,1.714,1.8161,0.141089,41.1944
1660,1.715,1.81307,0.141067,41.2184
1661,1.71,1.80998,0.141046,41.0983
1662,1.7112,1.80702,0.141023,41.1271
1663,1.71,1.80411,0.140999,41.0983
1664,1.715,1.80143,0.140973,41.2184
1665,1.72,1.79899,0.140944,41.3386
1666,1.635,1.79407,0.140955,39.2957
1667,1.6197,1.78884,0.140974,38.928
1668,1.62,1.78377,0.140989,38.9352
1669,1.595,1.77811,0.141018,38.3343
1670,1.585,1.77232,0.14105,38.094
1671,1.61,1.76745,0.14106,38.6949
1672,1.66,1.76422,0.141041,39.8966
1673,1.705,1.76245,0.141006,40.9781
1674,1.7,1.76057,0.140972,40.8579
1675,1.6806,1.75817,0.140942,40.3917
1676,1.68,1.75583,0.140912,40.3772
1677,1.7,1.75415,0.140877,40.8579
1678,1.67,1.75163,0.140849,40.1369
1679,1.74,1.75128,0.140807,41.8193
1680,1.7699,1.75184,0.140766,42.5379
1681,1.8,1.75328,0.140729,43.2613
1682,1.7702,1.75379,0.140687,42.5451
1683,1.7499,1.75368,0.140646,42.0572
1684,1.765,1.75401,0.140604,42.4201
1685,1.765,1.75434,0.140563,42.4201
1686,1.79,1.75541,0.140524,43.021
1687,1.72,1.75435,0.140484,41.3386
1688,1.72,1.75332,0.140445,41.3386
1689,1.715,1.75217,0.140407,41.2184
1690,1.725,1.75136,0.140367,41.4588
1691,1.715,1.75027,0.140328,41.2184
1692,1.72,1.74936,0.140288,41.3386
1693,1.7,1.74788,0.140251,40.8579
1694,1.685,1.74599,0.140218,40.4974
1695,1.659,1.74338,0.140191,39.8725
1696,1.67,1.74118,0.140161,40.1369
1697,1.665,1.73889,0.140131,40.0167
1698,1.67,1.73683,0.140099,40.1369
1699,1.66,1.73452,0.14007,39.8966
1700,1.65,1.73199,0.140043,39.6562
1701,1.654,1.72965,0.140013,39.7524
1702,1.655,1.72741,0.139983,39.7764
1703,1.64,1.72479,0.139957,39.4159
1704,1.6497,1.72253,0.139927,39.649
1705,1.635,1.71991,0.139901,39.2957
1706,1.635,1.71736,0.139875,39.2957
1707,1.64,1.71504,0.139845,39.4159
1708,1.59,1.71129,0.139835,38.2142
1709,1.6001,1.70795,0.139819,38.4569
1710,1.595,1.70456,0.139803,38.3343
1711,1.595,1.70128,0.139786,38.3343
1712,1.5969,1.69815,0.139766,38.38
1713,1.565,1.69415,0.13976,37.6133
1714,1.59,1.69103,0.139741,38.2142
1715,1.5699,1.68739,0.139729,37.7311
1716,1.595,1.68462,0.139705,38.3343
1717,1.57,1.68118,0.13969,37.7335
1718,1.565,1.6777,0.139676,37.6133
1719,1.565,1.67432,0.13966,37.6133
1720,1.565,1.67104,0.139643,37.6133
1721,1.55,1.66741,0.139631,37.2528
1722,1.575,1.66463,0.139607,37.8537
1723,1.575,1.66194,0.139583,37.8537
1724,1.56,1.65889,0.139562,37.4931
1725,1.57,1.65622,0.139537,37.7335
1726,1.555,1.65318,0.139517,37.373
1727,1.555,1.65024,0.139495,37.373
1728,1.56,1.64753,0.139471,37.4931
1729,1.505,1.64325,0.13947,36.1713
1730,1.515,1.63941,0.139462,36.4116
1731,1.515,1.63567,0.139452,36.4116
1732,1.505,1.63175,0.139445,36.1713
1733,1.475,1.62705,0.139453,35.4503
1734,1.475,1.62249,0.139457,35.4503
1735,1.49,1.61852,0.139451,35.8108
1736,1.505,1.61511,0.139436,36.1713
1737,1.5228,1.61234,0.139413,36.5991
1738,1.525,1.60972,0.139387,36.652
1739,1.525,1.60718,0.139361,36.652
1740,1.535,1.60501,0.139331,36.8923
1741,1.535,1.60291,0.139301,36.8923
1742,1.53,1.60073,0.139271,36.7721
1743,1.575,1.59995,0.139232,37.8537
1744,1.5715,1.5991,0.139194,37.7695
1745,1.58,1.59853,0.139155,37.9738
1746,1.565,1.59752,0.139117,37.6133
1747,1.56,1.5964,0.13908,37.4931
1748,1.55,1.595,0.139045,37.2528
1749,1.56,1.59395,0.139007,37.4931
1750,1.535,1.59219,0.138974,36.8923
1751,1.53,1.59032,0.138942,36.7721
1752,1.525,1.58836,0.138911,36.652
1753,1.52,1.58631,0.13888,36.5318
1754,1.515,1.58417,0.13885,36.4116
1755,1.515,1.58209,0.13882,36.4116
