Index,Stock Value,Weighted Average,Sigma,Portfolio Value
651,2.895,3.01026,0.11282,69.5786
652,2.915,3.0074,0.112791,70.0593
653,2.885,3.00373,0.112801,69.3383
654,2.9,3.00062,0.112783,69.6988
655,2.805,2.99475,0.11294,67.4156
656,2.805,2.98906,0.113082,67.4156
657,2.83,2.98429,0.113157,68.0164
658,2.8,2.97876,0.113285,67.2954
659,2.785,2.97295,0.113435,66.9349
660,2.81,2.96806,0.113516,67.5357
661,2.8,2.96302,0.113607,67.2954
662,2.795,2.95798,0.113698,67.1752
663,2.805,2.95339,0.113758,67.4156
664,2.785,2.94833,0.113848,66.9349
665,2.755,2.94253,0.113995,66.2139
666,2.755,2.93691,0.114127,66.2139
667,2.765,2.93175,0.114224,66.4542
668,2.78,2.9272,0.11428,66.8147
669,2.796,2.92326,0.114301,67.1993
670,2.805,2.91971,0.114301,67.4156
671,2.805,2.91627,0.114297,67.4156
672,2.82,2.91339,0.114269,67.7761
673,2.81,2.91028,0.114249,67.5357
674,2.805,2.90713,0.114232,67.4156
675,2.78,2.90331,0.114246,66.8147
676,2.815,2.90066,0.114209,67.6559
677,2.845,2.89899,0.114144,68.3769
678,2.875,2.89827,0.114063,69.098
679,2.87,2.89742,0.113984,68.9778
680,2.855,2.89615,0.113911,68.6173
681,2.86,2.89507,0.113836,68.7374
682,2.86,2.89401,0.11376,68.7374
683,2.7499,2.88969,0.113802,66.0913
684,2.72,2.8846,0.113893,65.3727
685,2.71,2.87936,0.113993,65.1323
686,2.72,2.87458,0.114063,65.3727
687,2.715,2.86979,0.114133,65.2525
688,2.685,2.86425,0.114254,64.5315
689,2.69,2.85902,0.114352,64.6517
690,2.7,2.85425,0.11442,64.892
691,2.675,2.84887,0.114528,64.2911
692,2.6978,2.84434,0.114581,64.8391
693,2.695,2.83986,0.11463,64.7718
694,2.655,2.83432,0.11475,63.8105
695,2.665,2.82924,0.114836,64.0508
696,2.67,2.82446,0.114903,64.171
697,2.665,2.81968,0.11497,64.0508
698,2.61,2.81339,0.115145,62.7289
699,2.63,2.80788,0.115259,63.2096
700,2.655,2.8033,0.115312,63.8105
701,2.635,2.79825,0.115395,63.3298
702,2.615,2.79275,0.115507,62.8491
703,2.61,2.78727,0.115619,62.7289
704,2.65,2.78315,0.115645,63.6903
705,2.66,2.77946,0.115651,63.9306
706,2.635,2.77512,0.115689,63.3298
707,2.66,2.77167,0.115684,63.9306
708,2.655,2.76817,0.11568,63.8105
709,2.6301,2.76403,0.115708,63.212
710,2.69,2.76181,0.115658,64.6517
711,2.68,2.75935,0.115615,64.4113
712,2.675,2.75682,0.115574,64.2911
713,2.6498,2.75361,0.115559,63.6855
714,2.66,2.7508,0.115528,63.9306
715,2.665,2.74823,0.115489,64.0508
716,2.64,2.74498,0.115475,63.4499
717,2.61,2.74093,0.115498,62.7289
718,2.5799,2.7361,0.115564,62.0055
719,2.595,2.73187,0.115597,62.3684
720,2.61,2.72821,0.1156,62.7289
721,2.6,2.72437,0.115613,62.4886
722,2.58,2.72003,0.11565,62.0079
723,2.6,2.71643,0.115651,62.4886
724,2.61,2.71324,0.115635,62.7289
725,2.5702,2.70895,0.11567,61.7724
726,2.58,2.70508,0.115684,62.0079
727,2.55,2.70043,0.115739,61.2869
728,2.54,2.69562,0.115803,61.0465
729,2.535,2.6908,0.115867,60.9264
730,2.54,2.68627,0.115914,61.0465
731,2.54,2.68188,0.115953,61.0465
732,2.495,2.67628,0.116068,59.965
733,2.5,2.67099,0.11616,60.0852
734,2.475,2.66511,0.116293,59.4843
735,2.455,2.65881,0.116456,59.0036
736,2.44,2.65224,0.116639,58.6431
737,2.425,2.64543,0.116842,58.2826
738,2.5,2.64106,0.116879,60.0852
739,2.43,2.63473,0.117042,58.4028
740,2.445,2.62904,0.117158,58.7633
741,2.4312,2.6231,0.117291,58.4316
742,2.435,2.61746,0.117403,58.523
743,2.445,2.61229,0.117484,58.7633
744,2.45,2.60742,0.117547,58.8835
745,2.44,2.6024,0.117618,58.6431
746,2.455,2.59797,0.117656,59.0036
747,2.485,2.59458,0.117646,59.7247
748,2.465,2.5907,0.117657,59.244
749,2.47,2.58708,0.117656,59.3642
750,2.47,2.58356,0.117651,59.3642
751,2.495,2.58091,0.117614,59.965
752,2.51,2.57878,0.117563,60.3255
753,2.54,2.57762,0.117493,61.0465
754,2.535,2.57634,0.117424,60.9264
755,2.525,2.5748,0.117361,60.686
756,2.52,2.57315,0.117299,60.5659
757,2.51,2.57126,0.117243,60.3255
758,2.505,2.56927,0.117189,60.2053
759,2.56,2.56899,0.117112,61.5272
760,2.6,2.56992,0.11704,62.4886
761,2.639,2.572,0.116989,63.4259
762,2.635,2.57389,0.116933,63.3298
763,2.67,2.57677,0.116905,64.171
764,2.675,2.57972,0.116879,64.2911
765,2.665,2.58227,0.116841,64.0508
766,2.72,2.58641,0.116865,65.3727
767,2.765,2.59176,0.116956,66.4542
768,2.8,2.59801,0.117106,67.2954
769,2.8225,2.60475,0.117293,67.8362
770,2.825,2.61135,0.117469,67.8962
771,2.835,2.61806,0.117653,68.1366
772,2.825,2.62427,0.117798,67.8962
773,2.84,2.63074,0.117962,68.2568
774,2.755,2.63447,0.117965,66.2139
775,2.745,2.63779,0.117952,65.9735
776,2.745,2.641,0.117935,65.9735
777,2.7405,2.64399,0.11791,65.8654
778,2.76,2.64747,0.117903,66.334
779,2.75,2.65054,0.117881,66.0937
780,2.74,2.65323,0.117847,65.8534
781,2.755,2.65628,0.117824,66.2139
782,2.79,2.66029,0.11784,67.0551
783,2.74,2.66268,0.117797,65.8534
784,2.685,2.66335,0.117725,64.5315
785,2.69,2.66415,0.117654,64.6517
786,2.735,2.66628,0.117604,65.7332
787,2.85,2.67179,0.117701,68.4971
788,3.1881,2.68728,0.11897,76.623
789,3.055,2.69831,0.11957,73.4241
790,3.105,2.71051,0.120315,74.6258
791,3.095,2.72205,0.120967,74.3854
792,3.15,2.73488,0.121786,75.7073
793,3.19,2.74854,0.122714,76.6687
794,3.15,2.76058,0.123412,75.7073
795,3.04,2.76896,0.123708,73.0636
796,2.975,2.77515,0.123833,71.5014
797,2.92,2.77949,0.123855,70.1795
798,2.945,2.78446,0.123908,70.7803
799,2.905,2.78807,0.123899,69.819
800,2.88,2.79083,0.123862,69.2181
801,2.92,2.79471,0.123864,70.1795
802,2.96,2.79966,0.123916,71.1408
803,2.955,2.80432,0.123953,71.0207
804,2.995,2.81004,0.124047,71.982
805,3.045,2.81709,0.12423,73.1837
806,3.045,2.82393,0.124396,73.1837
807,3.04,2.83041,0.124538,73.0636
808,3.04,2.8367,0.124666,73.0636
809,3.075,2.84385,0.124853,73.9048
810,3.1798,2.85393,0.1253,76.4235
811,3.16,2.86311,0.125656,75.9477
812,3.2022,2.87328,0.126107,76.9619
813,3.24,2.88428,0.126645,77.8704
814,3.26,2.89556,0.127209,78.3511
815,3.3,2.90769,0.127871,79.3124
816,3.395,2.92231,0.128858,81.5957
817,3.445,2.93799,0.129994,82.7974
818,3.425,2.9526,0.130959,82.3167
819,3.455,2.96767,0.131981,83.0377
820,3.395,2.98049,0.132691,81.5957
821,3.425,2.99383,0.133461,82.3167
822,3.43,3.00691,0.134192,82.4369
823,3.56,3.0235,0.135407,85.5613
824,3.6,3.0408,0.136718,86.5227
825,3.585,3.05713,0.137864,86.1621
826,3.595,3.07326,0.13897,86.4025
827,3.61,3.08936,0.14006,86.763
828,3.62,3.10528,0.141112,87.0033
829,3.54,3.11832,0.141785,85.0806
830,3.415,3.12722,0.142051,82.0763
831,3.395,3.13526,0.142251,81.5957
832,3.385,3.14275,0.142413,81.3553
833,3.38,3.14987,0.14255,81.2352
834,3.335,3.15542,0.1426,80.1536
835,3.36,3.16156,0.14268,80.7545
836,3.37,3.16781,0.142766,80.9948
837,3.465,3.17673,0.143028,83.2781
838,3.45,3.18493,0.143235,82.9175
839,3.455,3.19303,0.143435,83.0377
840,3.4836,3.20175,0.143679,83.7251
841,3.495,3.21054,0.143928,83.9991
842,3.535,3.22028,0.14425,84.9604
843,3.59,3.23137,0.144692,86.2823
844,3.64,3.24363,0.145248,87.484
845,3.715,3.25777,0.146011,89.2866
846,3.715,3.27149,0.146718,89.2866
847,3.7177,3.28487,0.147383,89.3515
848,3.715,3.29778,0.147991,89.2866
849,3.755,3.31149,0.148684,90.2479
850,3.7,3.32315,0.149157,88.9261
851,3.635,3.3325,0.149429,87.3638
852,3.58,3.33993,0.149568,86.042
853,3.58,3.34713,0.149692,86.042
854,3.6,3.35472,0.14984,86.5227
855,3.565,3.36102,0.149914,85.6815
856,3.555,3.36684,0.149965,85.4411
857,3.59,3.37354,0.150059,86.2823
858,3.655,3.38198,0.150261,87.8445
859,3.645,3.38987,0.150425,87.6042
860,3.59,3.39588,0.150484,86.2823
861,3.615,3.40245,0.15057,86.8832
862,3.6,3.40838,0.150624,86.5227
863,3.575,3.41338,0.150638,85.9218
864,3.52,3.41657,0.150592,84.5999
865,3.615,3.42253,0.150647,86.8832
866,3.61,3.42815,0.150686,86.763
867,3.64,3.43451,0.150761,87.484
868,3.62,3.44007,0.150798,87.0033
869,3.605,3.44502,0.150809,86.6428
870,3.585,3.44922,0.150792,86.1621
871,3.605,3.45389,0.150793,86.6428
872,3.61,3.45858,0.150793,86.763
873,3.61,3.46312,0.150789,86.763
874,3.58,3.46662,0.150752,86.042
875,3.55,3.46913,0.15069,85.3209
876,3.5695,3.47214,0.15064,85.7896
877,3.585,3.47552,0.1506,86.1621
878,3.555,3.47791,0.150536,85.4411
879,3.555,3.48022,0.150472,85.4411
880,3.535,3.48186,0.150397,84.9604
881,3.63,3.48631,0.15039,87.2437
882,3.63,3.49062,0.150378,87.2437
883,3.605,3.49405,0.150339,86.6428
884,3.62,3.49783,0.15031,87.0033
885,3.62,3.50149,0.150278,87.0033
886,3.62,3.50505,0.150243,87.0033
887,3.585,3.50745,0.150181,86.1621
888,3.6,3.51022,0.150127,86.5227
889,3.575,3.51217,0.150057,85.9218
890,3.565,3.51375,0.149983,85.6815
891,3.56,3.51514,0.149906,85.5613
892,3.58,3.51709,0.149837,86.042
893,3.5777,3.5189,0.149766,85.9867
894,3.6,3.52134,0.149705,86.5227
895,3.59,3.5234,0.149638,86.2823
896,3.6199,3.52629,0.149588,87.0009
897,3.66,3.5303,0.149567,87.9647
898,3.685,3.53494,0.149567,88.5655
899,3.675,3.53915,0.149553,88.3252
900,3.675,3.54322,0.149534,88.3252
901,3.71,3.54822,0.149548,89.1664
902,3.7,3.55278,0.149546,88.9261
903,3.72,3.55779,0.14956,89.4067
904,3.645,3.56041,0.149504,87.6042
905,3.68,3.564,0.149471,88.4454
906,3.63,3.56598,0.149404,87.2437
907,3.62,3.5676,0.149332,87.0033
908,3.625,3.56932,0.149261,87.1235
909,3.6,3.57024,0.149182,86.5227
910,3.615,3.57158,0.149108,86.8832
911,3.62,3.57304,0.149034,87.0033
912,3.605,3.574,0.148956,86.6428
913,3.57,3.57388,0.148874,85.8016
914,3.56,3.57346,0.148794,85.5613
915,3.55,3.57276,0.148714,85.3209
916,3.58,3.57297,0.148633,86.042
917,3.605,3.57393,0.148556,86.6428
918,3.625,3.57547,0.148484,87.1235
919,3.615,3.57665,0.148409,86.8832
920,3.595,3.5772,0.148329,86.4025
921,3.575,3.57714,0.148249,85.9218
922,3.55,3.57632,0.148171,85.3209
923,3.57,3.57613,0.148091,85.8016
924,3.5399,3.57505,0.148015,85.0782
925,3.515,3.57324,0.147948,84.4798
926,3.51,3.57135,0.147882,84.3596
927,3.525,3.56996,0.147809,84.7201
928,3.505,3.56801,0.147744,84.2394
929,3.51,3.56627,0.147676,84.3596
930,3.52,3.56488,0.147604,84.5999
931,3.5401,3.56414,0.147527,85.083
932,3.545,3.56356,0.147449,85.2008
933,3.545,3.56301,0.147372,85.2008
934,3.56,3.56291,0.147293,85.5613
935,3.57,3.56313,0.147214,85.8016
936,3.555,3.56288,0.147136,85.4411
937,3.52,3.5616,0.147064,84.5999
938,3.54,3.56095,0.146987,85.0806
939,3.555,3.56077,0.146909,85.4411
940,3.57,3.56105,0.146831,85.8016
941,3.58,3.56162,0.146754,86.042
942,3.59,3.56247,0.146679,86.2823
943,3.575,3.56284,0.146602,85.9218
944,3.41,3.55826,0.146604,81.9562
945,3.27,3.54961,0.146808,78.5914
946,3.25,3.54062,0.147034,78.1107
947,3.2774,3.53273,0.14719,78.7693
948,3.315,3.52619,0.147273,79.6729
949,3.305,3.51956,0.14736,79.4326
950,3.26,3.51177,0.147508,78.3511
951,3.25,3.50392,0.14766,78.1107
952,3.3493,3.49928,0.147663,80.4973
953,3.355,3.49495,0.147655,80.6343
954,3.275,3.48835,0.147739,78.7116
955,3.28,3.4821,0.147806,78.8317
956,3.41,3.47994,0.147746,81.9562
957,3.555,3.48219,0.147688,85.4411
958,3.56,3.48453,0.147631,85.5613
959,3.76,3.49279,0.147806,90.3681
960,3.74,3.50021,0.147931,89.8874
961,3.69,3.5059,0.147973,88.6857
962,3.701,3.51175,0.148022,88.9501
963,3.675,3.51665,0.148033,88.3252
964,3.73,3.52305,0.148107,89.6471
965,3.74,3.52956,0.148185,89.8874
966,3.63,3.53257,0.148141,87.2437
967,3.63,3.5355,0.148096,87.2437
968,3.63,3.53833,0.148049,87.2437
969,3.625,3.54093,0.147997,87.1235
970,3.62,3.5433,0.147941,87.0033
971,3.63,3.5459,0.14789,87.2437
972,3.56,3.54633,0.147814,85.5613
973,3.52,3.54554,0.147741,84.5999
974,3.515,3.54462,0.147668,84.4798
975,3.5387,3.54444,0.147592,85.0494
976,3.5,3.54311,0.147523,84.1192
977,3.52,3.54242,0.147449,84.5999
978,3.5,3.54114,0.14738,84.1192
979,3.52,3.54051,0.147306,84.5999
980,3.565,3.54124,0.147233,85.6815
981,3.55,3.54151,0.147158,85.3209
982,3.53,3.54116,0.147084,84.8403
983,3.525,3.54068,0.14701,84.7201
984,3.535,3.54051,0.146935,84.9604
985,3.565,3.54124,0.146863,85.6815
986,3.55,3.5415,0.146789,85.3209
987,3.56,3.54206,0.146716,85.5613
988,3.54,3.542,0.146641,85.0806
989,3.545,3.54209,0.146567,85.2008
990,3.555,3.54247,0.146494,85.4411
991,3.56,3.543,0.146421,85.5613
992,3.445,3.54006,0.146378,82.7974
993,3.46,3.53766,0.146325,83.1579
994,3.465,3.53548,0.146269,83.2781
995,3.49,3.53411,0.146202,83.8789
996,3.445,3.53144,0.146155,82.7974
997,3.45,3.529,0.146103,82.9175
998,3.44,3.52633,0.146055,82.6772
999,3.47,3.52464,0.145992,83.3982
1000,3.5,3.5239,0.145921,84.1192
1001,3.495,3.52303,0.145851,83.9991
1002,3.495,3.52219,0.145781,83.9991
1003,3.485,3.52108,0.145713,83.7587
1004,3.49,3.52014,0.145643,83.8789
1005,3.475,3.51879,0.145577,83.5184
1006,3.495,3.51807,0.145507,83.9991
1007,3.5,3.51753,0.145436,84.1192
1008,3.53,3.51791,0.145364,84.8403
1009,3.52,3.51797,0.145292,84.5999
1010,3.535,3.51848,0.145221,84.9604
1011,3.53,3.51883,0.14515,84.8403
1012,3.515,3.51871,0.145078,84.4798
1013,3.565,3.5201,0.145014,85.6815
1014,3.54,3.5207,0.144944,85.0806
1015,3.525,3.52083,0.144872,84.7201
1016,3.49,3.5199,0.144804,83.8789
1017,3.495,3.51915,0.144735,83.9991
1018,3.49,3.51828,0.144667,83.8789
1019,3.505,3.51788,0.144596,84.2394
1020,3.495,3.51719,0.144527,83.9991
1021,3.47,3.51578,0.144463,83.3982
1022,3.5112,3.51564,0.144393,84.3884
1023,3.4913,3.51491,0.144324,83.9102
1024,3.515,3.51491,0.144254,84.4798
1025,3.52,3.51507,0.144184,84.5999
1026,3.515,3.51506,0.144113,84.4798
1027,3.5,3.51461,0.144044,84.1192
1028,3.5,3.51417,0.143975,84.1192
1029,3.49,3.51345,0.143907,83.8789
1030,3.47,3.51215,0.143843,83.3982
1031,3.4402,3.50999,0.143789,82.682
1032,3.46,3.50849,0.143728,83.1579
1033,3.475,3.50748,0.143662,83.5184
1034,3.465,3.50621,0.143598,83.2781
1035,3.44,3.50422,0.143543,82.6772
1036,3.44,3.5023,0.143486,82.6772
1037,3.45,3.50073,0.143426,82.9175
1038,3.485,3.50025,0.143358,83.7587
1039,3.475,3.4995,0.143291,83.5184
1040,3.44,3.49771,0.143233,82.6772
1041,3.41,3.49508,0.143189,81.9562
1042,3.35,3.49073,0.143186,80.5141
1043,3.2999,3.485,0.143232,79.31
1044,3.285,3.479,0.143289,78.9519
1045,3.28,3.47303,0.143345,78.8317
1046,3.29,3.46754,0.143382,79.0721
1047,3.27,3.46162,0.143436,78.5914
1048,3.215,3.45422,0.143557,77.2695
1049,3.26,3.44839,0.143607,78.3511
1050,3.225,3.44169,0.143694,77.5099
1051,3.245,3.43579,0.143746,77.9906
1052,3.235,3.42977,0.143803,77.7502
1053,3.2418,3.42413,0.143844,77.9137
1054,3.24,3.4186,0.143881,77.8704
1055,3.245,3.41339,0.143907,77.9906
1056,3.22,3.40759,0.143954,77.3897
1057,3.24,3.40256,0.143973,77.8704
1058,3.2299,3.39738,0.143997,77.6276
1059,3.22,3.39206,0.144026,77.3897
1060,3.22,3.3869,0.144049,77.3897
1061,3.235,3.38234,0.144052,77.7502
1062,3.225,3.37762,0.144061,77.5099
1063,3.24,3.3735,0.144051,77.8704
1064,3.26,3.37009,0.144023,78.3511
1065,3.255,3.36664,0.143996,78.2309
1066,3.245,3.36299,0.143974,77.9906
1067,3.27,3.3602,0.143933,78.5914
1068,3.28,3.35779,0.143885,78.8317
1069,3.275,3.35531,0.143839,78.7116
1070,3.22,3.35125,0.143828,77.3897
1071,3.22,3.34731,0.143813,77.3897
1072,3.19,3.34259,0.143822,76.6687
1073,3.185,3.33787,0.14383,76.5485
1074,3.175,3.33298,0.143844,76.3082
1075,3.16,3.32779,0.143868,75.9477
1076,3.195,3.32381,0.143855,76.7889
1077,3.19,3.31979,0.143843,76.6687
1078,3.17,3.3153,0.143844,76.188
1079,3.22,3.31244,0.143805,77.3897
1080,3.245,3.31042,0.143752,77.9906
1081,3.2873,3.30972,0.143687,79.0072
1082,3.295,3.30928,0.143621,79.1923
1083,3.275,3.30825,0.143559,78.7116
1084,3.27,3.3071,0.143497,78.5914
1085,3.165,3.30284,0.143492,76.0678
1086,3.15,3.29826,0.143496,75.7073
1087,3.1599,3.29411,0.143488,75.9453
1088,3.18,3.29068,0.143461,76.4283
1089,3.205,3.28811,0.143418,77.0292
1090,3.205,3.28562,0.143373,77.0292
1091,3.25,3.28455,0.143311,78.1107
1092,3.325,3.28576,0.14325,79.9133
1093,3.345,3.28754,0.143195,80.394
1094,3.33,3.28881,0.143135,80.0335
1095,3.35,3.29065,0.143081,80.5141
1096,3.33,3.29183,0.143021,80.0335
1097,3.3,3.29208,0.142956,79.3124
1098,3.28,3.29171,0.142891,78.8317
1099,3.23,3.28986,0.142837,77.63
1100,3.23,3.28807,0.142783,77.63
1101,3.21,3.28572,0.142737,77.1494
1102,3.2,3.28315,0.142694,76.909
1103,3.175,3.27991,0.142664,76.3082
1104,3.19,3.27721,0.142624,76.6687
1105,3.15,3.27339,0.142608,75.7073
1106,3.155,3.26984,0.142585,75.8275
1107,3.175,3.267,0.142547,76.3082
1108,3.165,3.26394,0.142514,76.0678
1109,3.165,3.26097,0.142479,76.0678
1110,3.175,3.25839,0.142437,76.3082
1111,3.16,3.25544,0.142402,75.9477
1112,3.18,3.25318,0.142355,76.4283
1113,3.145,3.24993,0.142325,75.5872
1114,3.121,3.24606,0.142311,75.0103
1115,3.09,3.24138,0.142319,74.2653
1116,3.0634,3.23604,0.142349,73.626
1117,3.08,3.23136,0.142358,74.0249
1118,3.095,3.22727,0.142349,74.3854
1119,3.1,3.22345,0.142333,74.5056
1120,3.0292,3.21762,0.142381,72.804
1121,3.055,3.21274,0.142395,73.4241
1122,3.065,3.20831,0.142396,73.6644
1123,3.11,3.20536,0.142361,74.746
1124,3.145,3.20355,0.142309,75.5872
1125,3.135,3.2015,0.142259,75.3468
1126,3.14,3.19965,0.142207,75.467
1127,3.24,3.20086,0.142149,77.8704
1128,3.229,3.20171,0.142088,77.606
1129,3.238,3.20279,0.142029,77.8223
1130,3.205,3.20286,0.141966,77.0292
1131,3.2,3.20277,0.141904,76.909
1132,3.235,3.20374,0.141844,77.7502
1133,3.28,3.20603,0.141799,78.8317
1134,3.285,3.2084,0.141754,78.9519
1135,3.255,3.2098,0.141698,78.2309
1136,3.24,3.2107,0.141639,77.8704
1137,3.244,3.2117,0.14158,77.9665
1138,3.275,3.2136,0.141529,78.7116
1139,3.285,3.21574,0.141482,78.9519
1140,3.35,3.21977,0.141472,80.5141
1141,3.32,3.22278,0.14144,79.7931
1142,3.315,3.22554,0.141403,79.6729
1143,3.29,3.22748,0.141353,79.0721
1144,3.275,3.2289,0.141298,78.7116
1145,3.24,3.22924,0.141236,77.8704
1146,3.24,3.22956,0.141175,77.8704
1147,3.29,3.23137,0.141124,79.0721
1148,3.285,3.23298,0.141071,78.9519
1149,3.26,3.23379,0.141012,78.3511
1150,3.235,3.23383,0.140951,77.7502
1151,3.215,3.23326,0.140891,77.2695
1152,3.215,3.23271,0.14083,77.2695
1153,3.215,3.23218,0.14077,77.2695
1154,3.27,3.23332,0.140713,78.5914
1155,3.255,3.23397,0.140654,78.2309
1156,3.24,3.23415,0.140593,77.8704
1157,3.22,3.23372,0.140533,77.3897
1158,3.215,3.23316,0.140474,77.2695
1159,3.215,3.23262,0.140414,77.2695
1160,3.205,3.23179,0.140356,77.0292
1161,3.2,3.23084,0.140298,76.909
1162,3.16,3.22871,0.140252,75.9477
1163,3.155,3.2265,0.140208,75.8275
1164,3.16,3.2245,0.14016,75.9477
1165,3.1592,3.22255,0.140112,75.9284
1166,3.16,3.22067,0.140064,75.9477
1167,3.19,3.21975,0.140006,76.6687
1168,3.18,3.21856,0.139951,76.4283
1169,3.135,3.21605,0.139911,75.3468
1170,3.125,3.21332,0.139875,75.1065
1171,3.1189,3.21049,0.139841,74.9599
1172,3.12,3.20777,0.139805,74.9863
1173,3.12,3.20514,0.139768,74.9863
1174,3.11,3.20228,0.139734,74.746
1175,3.08,3.19862,0.139717,74.0249
1176,3.1,3.19566,0.139686,74.5056
1177,3.125,3.19354,0.139641,75.1065
1178,3.13,3.19163,0.139593,75.2266
1179,3.1188,3.18945,0.139549,74.9575
1180,3.07,3.18586,0.139531,73.7846
1181,3.03,3.18119,0.139541,72.8232
1182,3.05,3.17725,0.139531,73.3039
1183,3.07,3.17403,0.139505,73.7846
1184,3,3.16881,0.139532,72.1022
1185,3.035,3.1648,0.139524,72.9434
1186,3.065,3.1618,0.139494,73.6644
1187,3.06,3.15875,0.139465,73.5443
1188,3.07,3.15609,0.139428,73.7846
1189,3,3.15141,0.139439,72.1022
1190,2.995,3.14671,0.13945,71.982
1191,2.995,3.14216,0.139456,71.982
1192,2.98,3.1373,0.139472,71.6215
1193,2.94,3.13138,0.139524,70.6602
1194,2.97,3.12654,0.139539,71.3812
1195,2.985,3.12229,0.139537,71.7417
1196,2.92,3.11622,0.139594,70.1795
1197,2.89,3.10944,0.13968,69.4585
1198,2.889,3.10282,0.139758,69.4344
1199,2.89,3.09644,0.139827,69.4585
1200,2.87,3.08964,0.139912,68.9778
1201,2.86,3.08275,0.140001,68.7374
1202,2.875,3.07652,0.140064,69.098
1203,2.86,3.07003,0.140136,68.7374
1204,2.9267,3.06573,0.140135,70.3405
1205,2.96,3.06255,0.140108,71.1408
1206,2.955,3.05933,0.140083,71.0207
1207,2.97,3.05665,0.140047,71.3812
1208,2.985,3.0545,0.140003,71.7417
1209,2.98,3.05226,0.139961,71.6215
1210,3.03,3.0516,0.139904,72.8232
1211,2.94,3.04825,0.139881,70.6602
1212,2.915,3.04425,0.139873,70.0593
1213,2.93,3.04082,0.139851,70.4198
1214,2.97,3.0387,0.139807,71.3812
1215,2.94,3.03574,0.139777,70.6602
1216,2.96,3.03347,0.139735,71.1408
1217,2.48,3.01686,0.140523,59.6045
1218,2.605,3.00451,0.14093,62.6088
1219,2.555,2.99102,0.141424,61.4071
1220,2.5701,2.97839,0.141849,61.77
1221,2.5391,2.96521,0.142313,61.0249
1222,2.56,2.95306,0.142699,61.5272
1223,2.56,2.94127,0.143056,61.5272
1224,2.57,2.93013,0.143367,61.7676
1225,2.6,2.92022,0.1436,62.4886
1226,2.57,2.90972,0.143869,61.7676
1227,2.595,2.90028,0.144074,62.3684
1228,2.6041,2.89139,0.144248,62.5871
1229,2.595,2.8825,0.144423,62.3684
1230,2.57,2.87312,0.144622,61.7676
1231,2.59,2.86463,0.144775,62.2482
1232,2.62,2.85729,0.144874,62.9693
1233,2.665,2.85152,0.144913,64.0508
1234,2.63,2.84488,0.144983,63.2096
1235,2.64,2.83873,0.145035,63.4499
1236,2.615,2.83202,0.145107,62.8491
1237,2.59,2.82476,0.145202,62.2482
1238,2.57,2.81712,0.145313,61.7676
1239,2.485,2.80715,0.145542,59.7247
1240,2.47,2.79704,0.145779,59.3642
1241,2.4588,2.78689,0.146018,59.095
1242,2.455,2.77693,0.146244,59.0036
1243,2.45,2.76713,0.146462,58.8835
1244,2.42,2.75671,0.146714,58.1625
1245,2.42,2.74661,0.146946,58.1625
1246,2.4012,2.73625,0.147194,57.7106
1247,2.395,2.72601,0.147433,57.5616
1248,2.385,2.71578,0.147671,57.3213
1249,2.405,2.70646,0.147858,57.8019
1250,2.395,2.69711,0.148045,57.5616
1251,2.39,2.6879,0.148225,57.4414
1252,2.39,2.67896,0.148391,57.4414
1253,2.465,2.67254,0.148447,59.244
1254,2.455,2.66602,0.148508,59.0036
1255,2.455,2.65969,0.148561,59.0036
1256,2.4813,2.65434,0.148582,59.6357
1257,2.505,2.64986,0.148579,60.2053
1258,2.485,2.64491,0.148588,59.7247
1259,2.43,2.63846,0.148645,58.4028
1260,2.41,2.63161,0.148717,57.9221
1261,2.4099,2.62496,0.148782,57.9197
1262,2.395,2.61806,0.148855,57.5616
1263,2.405,2.61167,0.14891,57.8019
1264,2.395,2.60517,0.148968,57.5616
1265,2.385,2.59856,0.14903,57.3213
1266,2.38,2.592,0.14909,57.2011
1267,2.36,2.58504,0.149166,56.7204
1268,2.3686,2.57855,0.149223,56.9271
1269,2.3499,2.57169,0.149294,56.4777
1270,2.285,2.56309,0.149439,54.9179
1271,2.295,2.55505,0.149558,55.1582
1272,2.285,2.54695,0.14968,54.9179
1273,2.25,2.53804,0.149838,54.0767
1274,2.26,2.5297,0.14997,54.317
1275,2.2799,2.5222,0.150065,54.7953
1276,2.2497,2.51403,0.150188,54.0694
1277,2.235,2.50566,0.15032,53.7161
1278,2.235,2.49754,0.150441,53.7161
1279,2.245,2.48996,0.150538,53.9565
1280,2.25,2.48276,0.150619,54.0767
1281,2.22,2.47488,0.150729,53.3556
1282,2.21,2.46693,0.150841,53.1153
1283,2.195,2.45878,0.150961,52.7548
1284,2.19,2.45071,0.151078,52.6346
1285,2.195,2.44304,0.151177,52.7548
1286,2.175,2.435,0.151292,52.2741
1287,2.19,2.42765,0.151378,52.6346
1288,2.17,2.41992,0.15148,52.1539
1289,2.215,2.41377,0.151522,53.2355
1290,2.21,2.40766,0.151563,53.1153
1291,2.215,2.40188,0.151594,53.2355
1292,2.23,2.39672,0.151606,53.596
1293,2.225,2.39157,0.151618,53.4758
1294,2.22,2.38642,0.15163,53.3556
1295,2.225,2.38158,0.151634,53.4758
1296,2.21,2.37643,0.151646,53.1153
1297,2.2144,2.37157,0.15165,53.221
1298,2.19,2.36613,0.151671,52.6346
1299,2.21,2.36144,0.151671,53.1153
1300,2.225,2.35735,0.151657,53.4758
1301,2.24,2.35383,0.151631,53.8363
